gene_id	Phe-2B-Rep1_L1	Phe-2B-Rep1_L2	Phe-2B-Rep1_L3	Phe-2M-Rep1_L1	Phe-2M-Rep1_L2	Phe-2M-Rep1_L3	Phe-4B-Rep1_L1	Phe-4B-Rep1_L2	Phe-4B-Rep1_L3	Phe-4M-Rep1_L1	Phe-4M-Rep1_L2	Phe-4M-Rep1_L3
PH02Gene41575	0	1	1	0	0	0	0	0	0	0	0	0
PH02Gene41576	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41577	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41578	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41579	8	33	13	69	21	16	351	220	248	2582	1089	1401
PH02Gene41580	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41581	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41582	82	193	87	169	75	73	30	46	34	34	12	15
PH02Gene41583	0	0	0	1	0	2	0	1	0	0	0	0
PH02Gene41584	11	25	16	5	7	1	10	3	3	0	0	0
PH02Gene41585	76	196	82	161	84	75	126	98	123	145	69	71
PH02Gene41586	33	69	48	60	39	38	75	38	48	126	52	78
PH02Gene41587	51	125	74	126	65	58	85	52	62	79	50	55
PH02Gene41588	0	8	3	1	3	4	4	2	4	4	0	2
PH02Gene41589	0	0	0	6	0	2	0	0	0	4	0	3
PH02Gene41590	336	790	413	588	343	276	289	229	253	224	71	134
PH02Gene41591	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41592	0	36	15	27	7	14	270	193	247	65	18	37
PH02Gene41593	20	72	29	59	40	25	87	54	97	161	81	89
PH02Gene41594	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41595	1	10	2	1	0	1	1	1	0	0	0	0
PH02Gene41596	113	258	156	229	120	94	139	99	120	344	160	206
PH02Gene41597	1	1	1	5	5	2	39	23	43	160	94	86
PH02Gene41598	59	158	87	174	119	48	104	69	109	163	65	83
PH02Gene41599	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41600	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41601	30	66	32	41	27	23	106	78	113	109	47	37
PH02Gene41602	395	1077	534	826	387	327	655	446	648	568	269	327
PH02Gene41603	65	144	82	70	55	43	94	92	106	120	52	54
PH02Gene41604	0	0	0	0	0	0	1	1	2	0	0	0
PH02Gene41605	0	2	2	0	1	0	0	0	0	0	0	0
PH02Gene41606	618	1711	830	1057	544	425	449	336	385	253	106	119
PH02Gene41607	1506	4152	1982	3882	1934	1634	271	196	255	91	41	50
PH02Gene41608	1	1	0	1	0	0	1	1	1	1	0	2
PH02Gene41609	70	138	66	79	67	41	97	53	77	93	41	63
PH02Gene41610	49	115	61	176	77	72	285	191	243	179	95	102
PH02Gene41611	2	0	1	4	7	0	8	5	5	0	0	1
PH02Gene41612	27	68	40	149	67	63	218	178	240	185	78	106
PH02Gene41613	310	873	436	1078	595	461	1729	1323	1620	2557	1144	1458
PH02Gene41614	18	35	20	36	27	20	31	9	18	29	10	4
PH02Gene41615	2634	7017	3379	5803	3165	2436	2405	1893	2209	2261	948	1248
PH02Gene41616	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41617	0	0	0	0	0	1	0	0	2	2	1	1
PH02Gene41618	78	166	97	178	76	84	458	346	363	250	119	118
PH02Gene41619	283	830	430	906	475	402	824	577	705	1595	688	972
PH02Gene41620	193	534	278	439	237	199	230	134	197	221	109	116
PH02Gene41621	185	499	257	432	266	172	281	215	257	294	112	157
PH02Gene41622	67	159	99	188	108	75	121	95	116	145	86	78
PH02Gene41623	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41624	415	1058	575	937	539	410	505	369	505	732	310	420
PH02Gene41625	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41627	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41628	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41629	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41630	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41631	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41632	207	555	272	456	273	208	380	221	276	396	191	234
PH02Gene41633	0	2	0	0	0	0	8	4	3	0	0	0
PH02Gene41634	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41635	114	259	107	212	121	97	144	98	119	187	78	133
PH02Gene41636	279	786	391	732	351	303	391	297	343	430	168	230
PH02Gene41637	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41638	1280	3546	1755	2346	1212	1013	1310	1069	1314	1001	393	496
PH02Gene41639	188	390	210	278	143	127	106	69	113	70	40	36
PH02Gene41640	8	7	5	3	0	0	5	2	9	36	16	31
PH02Gene41641	0	0	0	1	0	0	0	0	0	0	0	0
PH02Gene41642	4807	13026	6764	9117	4543	3807	6242	4413	5516	4347	1896	2413
PH02Gene41643	276	766	349	778	416	350	567	380	479	1158	533	699
PH02Gene41644	431	1171	541	1094	531	431	589	372	553	575	264	311
PH02Gene41645	2	19	11	30	11	7	17	4	7	13	7	6
PH02Gene41646	0	0	0	0	0	0	0	0	0	4	4	3
PH02Gene41647	0	0	0	0	0	0	0	0	0	26	15	14
PH02Gene41648	0	0	0	0	0	0	1	0	0	3	1	0
PH02Gene41649	1216	3230	1739	2644	1446	1177	2109	1600	1914	2461	1024	1398
PH02Gene41650	0	1	0	0	0	0	0	0	0	0	0	0
PH02Gene41651	590	1662	858	1704	928	729	1100	756	1032	1322	620	766
PH02Gene41652	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41653	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41654	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41655	0	5	6	19	8	4	57	40	44	37	29	19
PH02Gene41656	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41657	6	3	6	1	1	0	0	0	0	18	4	2
PH02Gene41658	21	60	24	439	238	175	421	265	347	281	142	167
PH02Gene41659	1746	4626	2317	2871	1552	1229	1915	1525	1879	1412	621	799
PH02Gene41660	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41661	75	159	74	2	0	4	214	186	227	1	1	1
PH02Gene41662	38	90	36	78	35	33	26	36	22	57	24	27
PH02Gene41663	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41664	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41665	138	252	164	208	112	105	118	89	80	148	71	103
PH02Gene41666	39	110	73	132	56	47	106	70	84	60	23	42
PH02Gene41667	51	144	55	151	66	48	64	47	60	88	24	39
PH02Gene41668	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41669	0	0	0	0	0	0	0	0	0	1	0	0
PH02Gene41670	0	0	0	0	0	0	0	0	0	8	0	7
PH02Gene41671	11	25	11	20	5	5	18	8	8	39	17	17
PH02Gene41672	217	587	315	542	248	205	405	336	382	532	204	249
PH02Gene41673	152	473	196	431	232	208	266	201	230	239	113	148
PH02Gene41674	539	1422	701	1336	716	551	985	770	896	1489	670	881
PH02Gene41675	18	42	24	64	27	12	40	37	34	17	9	12
PH02Gene41676	1	18	2	8	3	5	1	0	0	9	1	7
PH02Gene41677	10	36	17	12	10	1	49	50	50	34	23	24
PH02Gene41678	1108	2750	1263	6965	3710	3076	15899	11609	14217	19824	8647	10971
PH02Gene41679	4	2	7	9	8	1	60	27	59	11	5	4
PH02Gene41680	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41681	1	4	0	7	7	4	25	26	36	33	23	28
PH02Gene41682	0	0	0	1	0	0	5	1	4	16	5	5
PH02Gene41683	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41684	8	20	8	27	11	9	12	6	17	2	0	0
PH02Gene41685	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41686	292	799	395	803	405	330	629	468	576	1120	450	655
PH02Gene41687	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41688	81	246	140	227	170	99	115	120	143	192	93	113
PH02Gene41689	211	450	232	516	255	196	497	341	428	545	237	310
PH02Gene41690	121	359	154	307	145	124	286	200	274	1061	478	589
PH02Gene41691	546	1443	764	1278	803	582	759	603	649	1228	532	688
PH02Gene41692	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41693	3	9	3	4	0	1	0	0	0	0	0	0
PH02Gene41694	10	30	12	19	10	4	25	26	17	404	203	268
PH02Gene41695	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41696	41	131	63	108	64	34	101	75	95	171	56	64
PH02Gene41697	13	43	23	51	28	19	120	94	94	88	38	41
PH02Gene41698	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41699	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41700	0	0	0	6	6	2	16	2	15	12	11	9
PH02Gene41701	179	482	232	400	175	146	233	150	217	208	87	135
PH02Gene41702	39	68	46	55	40	22	46	36	38	42	17	27
PH02Gene41703	1	0	3	11	9	4	3	1	3	41	13	25
PH02Gene41704	0	0	1	0	0	0	0	0	0	0	0	0
PH02Gene41705	2503	6634	3223	6933	3596	3066	3704	2745	3230	3998	1756	2256
PH02Gene41706	38	119	54	79	27	37	51	28	24	27	14	19
PH02Gene41707	32	96	58	164	99	62	92	66	93	191	101	107
PH02Gene41708	236	664	327	653	320	269	443	303	342	272	123	166
PH02Gene41709	537	1453	715	1270	616	524	777	544	664	804	380	415
PH02Gene41710	0	0	0	0	0	0	0	0	0	1	0	0
PH02Gene41711	0	8	1	9	0	1	0	2	0	4	0	1
PH02Gene41712	172	571	268	412	240	167	240	204	230	285	121	180
PH02Gene41713	11	38	20	33	19	8	40	31	30	85	28	41
PH02Gene41714	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41715	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41716	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41717	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41718	21	67	37	55	25	30	35	30	31	23	14	13
PH02Gene41720	27	79	50	43	35	23	21	18	20	59	37	29
PH02Gene41721	14	32	15	19	3	9	13	11	7	20	8	11
PH02Gene41722	9	24	15	14	12	10	8	4	6	10	2	6
PH02Gene41723	37	78	45	61	30	26	27	31	28	54	23	29
PH02Gene41724	380	970	557	823	422	388	716	498	598	1151	511	700
PH02Gene41725	77	211	94	178	91	66	163	110	118	214	115	144
PH02Gene41726	3	10	10	42	24	28	87	66	76	94	37	58
PH02Gene41727	0	0	0	1	2	0	0	0	2	2	1	2
PH02Gene41728	4	10	3	7	1	4	0	0	1	2	4	2
PH02Gene41729	4	0	0	1	0	1	0	1	3	0	0	0
PH02Gene41730	13	16	4	11	9	9	11	5	5	4	3	3
PH02Gene41731	0	0	0	0	0	0	2	0	1	0	0	0
PH02Gene41732	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41733	0	0	0	1	0	1	0	0	0	1	2	4
PH02Gene41734	0	3	2	4	0	0	0	0	0	0	0	0
PH02Gene41735	462	1116	529	792	433	339	401	331	385	307	100	175
PH02Gene41736	0	0	0	0	0	0	0	0	0	2	0	6
PH02Gene41737	894	2335	1206	3592	1810	1439	2778	2050	2461	3650	1574	1977
PH02Gene41738	3	0	1	0	0	0	0	0	0	1	1	0
PH02Gene41739	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41740	8	29	14	19	5	7	19	10	27	6	3	1
PH02Gene41741	1	3	1	1	0	0	1	0	1	0	0	0
PH02Gene41742	76	199	95	111	50	36	50	32	32	55	19	33
PH02Gene41743	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41744	364	1109	534	1106	582	466	1079	727	915	1900	864	1066
PH02Gene41745	9	36	15	33	16	11	19	12	32	254	108	130
PH02Gene41746	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41747	244	650	355	548	300	238	641	447	582	2114	832	1147
PH02Gene41748	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41749	495	1324	606	1715	973	745	1639	1169	1489	3469	1568	2016
PH02Gene41750	87	181	104	177	92	71	111	80	103	199	105	120
PH02Gene41751	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41752	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41753	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41754	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41755	606	1657	832	1302	658	555	821	595	726	902	419	511
PH02Gene41756	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41757	0	0	0	0	0	0	1	2	0	0	0	0
PH02Gene41758	126	305	163	249	159	105	251	144	219	221	96	127
PH02Gene41759	1	1	0	2	2	0	2	0	1	3	0	3
PH02Gene41760	1555	4335	2231	3546	1835	1530	3805	2787	3224	4206	1899	2183
PH02Gene41761	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41762	139	380	147	358	179	141	316	210	253	558	223	254
PH02Gene41763	3050	8156	3931	6449	3429	2670	4567	3422	4047	4235	1828	2368
PH02Gene41764	2	15	3	10	5	0	6	12	8	12	3	4
PH02Gene41765	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41766	0	1	1	2	0	0	1	0	2	0	0	1
PH02Gene41767	0	0	0	0	0	1	0	1	0	3	0	0
PH02Gene41768	6	24	5	13	3	9	7	6	13	8	2	2
PH02Gene41769	108	370	168	250	111	105	177	167	168	249	110	154
PH02Gene41770	2	5	5	7	2	1	1	1	5	4	0	1
PH02Gene41771	56	112	37	82	33	34	37	32	40	45	28	38
PH02Gene41772	28	86	35	180	76	86	157	112	108	870	408	499
PH02Gene41773	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41774	17	64	34	41	22	22	44	37	44	78	22	50
PH02Gene41776	0	0	0	0	0	0	2	6	2	2	2	1
PH02Gene41777	252	737	385	681	339	309	312	216	238	246	82	111
PH02Gene41778	1	2	1	5	1	8	6	11	12	22	9	19
PH02Gene41779	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41780	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41781	195	448	210	463	207	173	261	170	241	238	82	103
PH02Gene41782	339	877	457	881	453	418	604	395	491	774	307	361
PH02Gene41783	730	1979	1007	1731	880	772	1053	793	911	1158	480	618
PH02Gene41784	1014	2614	1350	2484	1355	1094	781	549	696	231	100	127
PH02Gene41785	68	215	84	109	65	46	40	52	55	30	26	22
PH02Gene41786	20	61	23	21	26	13	39	31	40	40	7	15
PH02Gene41787	942	2601	1232	2677	1516	1185	1393	1086	1291	1205	552	738
PH02Gene41788	836	2390	1165	1650	904	676	1397	1015	1248	1526	656	903
PH02Gene41789	56	100	64	144	80	43	158	119	152	172	103	130
PH02Gene41790	42	78	49	58	32	19	25	19	30	26	26	10
PH02Gene41791	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41792	407	1143	585	858	464	362	590	450	528	736	315	380
PH02Gene41794	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41795	550	1485	714	1027	526	417	334	286	321	303	114	121
PH02Gene41796	5	23	5	20	9	4	7	1	5	18	1	7
PH02Gene41797	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41798	182	492	247	530	243	216	425	300	402	761	304	416
PH02Gene41799	0	0	0	2	0	0	0	2	0	270	129	181
PH02Gene41800	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41801	32	77	28	51	19	24	13	15	20	36	26	18
PH02Gene41802	10	39	30	29	25	14	43	18	24	29	12	23
PH02Gene41803	197	568	299	358	188	150	232	156	235	388	197	268
PH02Gene41804	2	4	2	3	1	0	8	2	2	8	0	3
PH02Gene41805	20	48	33	40	23	20	18	13	27	36	18	30
PH02Gene41806	70	165	87	149	66	58	62	43	44	52	22	29
PH02Gene41807	5	16	17	11	6	6	8	8	4	7	3	1
PH02Gene41808	10	31	17	30	22	12	42	10	33	21	17	13
PH02Gene41809	78	197	87	187	94	90	236	139	181	480	158	280
PH02Gene41810	0	3	1	1	1	3	4	6	2	0	0	0
PH02Gene41811	70	197	93	157	87	69	146	101	150	204	84	108
PH02Gene41812	265	745	329	614	349	240	275	230	309	224	93	115
PH02Gene41813	70	175	106	127	68	69	40	43	54	47	32	33
PH02Gene41814	196	577	307	481	226	206	303	222	269	295	146	201
PH02Gene41815	0	0	0	2	2	0	0	0	0	0	0	2
PH02Gene41816	125	377	165	400	182	158	292	214	256	471	213	257
PH02Gene41817	242	625	355	540	268	226	301	269	299	324	132	193
PH02Gene41818	0	0	0	0	1	0	0	0	0	0	0	1
PH02Gene41819	740	1918	886	1824	823	730	1117	789	1017	2383	1072	1388
PH02Gene41820	59	158	85	171	120	80	393	321	335	224	93	119
PH02Gene41821	421	1167	566	827	470	409	528	362	424	341	152	177
PH02Gene41822	174	432	195	512	255	213	208	145	172	56	29	20
PH02Gene41823	77	174	91	166	85	87	214	142	180	218	121	140
PH02Gene41824	98	292	142	235	134	92	82	61	87	10	7	7
PH02Gene41825	100	291	130	312	144	103	116	72	100	109	44	49
PH02Gene41826	1	6	0	0	0	0	0	0	0	0	0	0
PH02Gene41827	10	15	9	17	10	11	23	26	24	34	28	32
PH02Gene41828	155	339	178	409	222	180	212	140	164	441	195	236
PH02Gene41829	0	0	0	0	0	0	5	1	3	2	1	6
PH02Gene41830	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41831	443	1218	664	939	538	394	466	337	412	437	163	238
PH02Gene41832	215	581	294	490	258	216	358	212	255	367	140	196
PH02Gene41833	6	8	12	11	0	6	1	1	4	7	0	6
PH02Gene41834	386	1005	490	755	427	332	408	237	379	262	133	150
PH02Gene41835	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41836	253	618	271	517	286	212	271	203	240	300	155	164
PH02Gene41837	1188	3167	1446	2683	1534	1188	3943	2727	3324	3529	1538	1911
PH02Gene41838	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41839	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41840	19	53	13	51	32	23	16	16	14	24	6	13
PH02Gene41841	27	53	29	69	27	20	39	29	36	32	21	12
PH02Gene41842	1	2	1	0	0	0	0	0	0	1	1	3
PH02Gene41843	96	232	118	159	74	55	26	16	15	57	18	34
PH02Gene41844	75	198	108	124	81	64	63	35	56	56	18	37
PH02Gene41845	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41846	32	87	50	45	17	20	46	32	40	16	8	10
PH02Gene41847	7	21	11	27	17	15	18	11	18	19	6	4
PH02Gene41848	0	1	2	0	0	0	2	1	4	0	0	0
PH02Gene41849	115	305	136	248	133	110	165	150	151	152	70	97
PH02Gene41850	28	69	26	62	32	44	55	39	34	107	51	55
PH02Gene41851	3	10	3	2	1	0	0	0	0	0	2	0
PH02Gene41852	17	31	25	31	21	9	24	12	19	14	1	8
PH02Gene41853	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41854	0	0	0	1	0	0	0	0	0	1	0	0
PH02Gene41855	0	0	0	3	1	1	0	0	0	0	0	0
PH02Gene41856	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41857	23	54	22	35	14	12	9	9	6	7	1	2
PH02Gene41858	661	1644	856	1505	777	607	755	511	635	480	278	279
PH02Gene41859	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41860	0	3	0	0	0	0	0	0	4	0	0	0
PH02Gene41861	838	2274	1123	1732	899	720	1527	1095	1438	1512	629	822
PH02Gene41862	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41863	396	988	585	1303	663	544	1191	823	1012	2610	1196	1554
PH02Gene41864	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41865	1	6	2	4	3	2	1	0	1	0	0	0
PH02Gene41866	38	90	58	54	32	23	26	30	31	34	21	20
PH02Gene41867	15	50	27	36	15	13	8	5	10	11	7	9
PH02Gene41868	6	3	1	11	7	8	4	0	5	11	3	7
PH02Gene41869	38	62	26	40	29	20	32	28	20	13	6	2
PH02Gene41870	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41871	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41872	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41873	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41874	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41875	1845	4855	2431	3657	2001	1576	2144	1597	1909	1739	818	978
PH02Gene41876	2	0	0	0	1	0	0	0	0	0	2	0
PH02Gene41877	214	566	261	524	222	198	347	286	294	985	335	509
PH02Gene41878	0	4	2	6	2	0	0	0	0	3	0	0
PH02Gene41879	162	459	247	462	225	223	240	164	218	430	178	238
PH02Gene41880	221	695	329	515	243	196	314	261	307	259	162	155
PH02Gene41881	0	0	0	0	0	0	0	0	0	2	0	0
PH02Gene41882	87	250	114	226	133	93	147	107	128	263	120	143
PH02Gene41884	0	0	0	2	0	0	0	0	0	0	0	0
PH02Gene41885	140	377	186	395	231	160	324	246	263	355	156	180
PH02Gene41886	4	8	2	7	2	0	2	9	1	5	2	3
PH02Gene41887	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41888	103	297	140	256	137	118	111	73	127	182	98	111
PH02Gene41889	1168	3329	1692	2872	1447	1202	2501	1783	2126	2735	1218	1503
PH02Gene41890	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41891	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41892	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41893	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41894	1	0	3	2	3	1	3	4	4	1	0	0
PH02Gene41895	6085	17036	8538	11905	5972	5114	5693	4165	5153	3837	1759	2316
PH02Gene41896	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41897	369	1030	456	1058	582	440	847	517	776	773	407	486
PH02Gene41898	0	10	0	0	0	1	2	0	1	0	0	0
PH02Gene41899	433	1546	711	730	338	297	627	338	361	427	306	236
PH02Gene41900	853	2448	1182	2809	1481	1165	1669	1139	1467	4394	1906	2381
PH02Gene41901	18	51	25	31	10	15	28	15	17	23	26	16
PH02Gene41902	0	0	0	0	0	0	0	1	6	1	0	0
PH02Gene41903	432	1069	577	1007	563	467	725	532	631	1006	432	562
PH02Gene41904	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41905	3	7	1	6	2	1	9	5	7	10	5	4
PH02Gene41906	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41907	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41908	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41909	8	16	33	25	30	12	34	15	30	31	9	13
PH02Gene41910	282	683	316	705	405	274	493	364	472	735	334	441
PH02Gene41911	194	537	269	444	246	222	249	196	244	271	124	146
PH02Gene41912	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41913	2	2	2	3	6	2	9	11	9	173	64	84
PH02Gene41914	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41915	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41916	618	1763	830	1597	855	635	1279	978	1151	1743	783	974
PH02Gene41917	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41918	195	470	244	363	196	155	275	187	173	175	76	129
PH02Gene41919	21	36	17	14	8	9	13	17	18	7	4	4
PH02Gene41920	28	63	30	43	17	20	46	16	44	42	18	19
PH02Gene41921	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41922	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41923	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41924	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41925	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41927	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41928	194	519	262	430	208	185	211	149	204	379	165	192
PH02Gene41929	5	24	10	24	16	17	40	25	39	8	2	12
PH02Gene41930	172	494	256	686	364	295	545	451	505	657	304	347
PH02Gene41931	7	11	11	5	1	1	1	2	1	0	0	3
PH02Gene41932	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41933	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41934	0	0	0	1	1	0	383	273	304	12731	5353	6911
PH02Gene41935	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41936	118	411	200	295	189	144	194	135	144	179	79	91
PH02Gene41937	2	9	3	29	4	5	6	7	6	4	9	6
PH02Gene41938	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41939	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41940	648	1675	868	1197	634	494	471	359	440	398	177	183
PH02Gene41941	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41942	30	73	28	74	39	33	50	34	41	124	39	48
PH02Gene41943	522	1426	602	1212	650	564	625	452	523	571	270	368
PH02Gene41944	8	10	7	8	9	5	12	12	9	44	26	33
PH02Gene41945	350	870	413	467	247	222	359	281	325	300	107	166
PH02Gene41946	19	53	27	40	12	21	59	29	42	53	20	25
PH02Gene41947	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41948	155	490	211	161	86	53	435	300	358	223	83	121
PH02Gene41949	11	32	9	11	14	14	25	16	28	25	17	16
PH02Gene41950	4624	12502	6237	12056	6176	5028	9445	6777	8395	17034	7515	9392
PH02Gene41951	1345	3619	1783	3106	1695	1388	1299	832	1178	1340	547	881
PH02Gene41952	189	498	244	359	168	154	84	77	83	57	21	30
PH02Gene41953	0	0	0	4	0	5	71	43	69	45	32	18
PH02Gene41954	33	67	39	49	28	20	36	24	34	188	114	111
PH02Gene41955	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41956	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41957	328	983	489	841	393	371	410	279	359	208	76	120
PH02Gene41958	139	322	139	191	133	97	64	61	83	69	27	38
PH02Gene41959	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41960	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41962	0	0	3	1	3	4	4	1	4	4	7	7
PH02Gene41963	149	395	191	444	221	188	300	227	263	477	222	238
PH02Gene41964	3	7	3	11	15	6	3	1	2	42	10	24
PH02Gene41965	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41966	0	0	1	0	0	1	0	0	0	0	0	0
PH02Gene41967	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41968	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41969	7	20	8	11	4	4	9	3	2	15	4	5
PH02Gene41970	282	964	442	657	343	284	404	287	383	392	154	195
PH02Gene41971	0	3	2	0	0	0	0	0	1	0	0	1
PH02Gene41972	4	16	4	15	6	15	4	5	5	1	0	1
PH02Gene41973	46	149	87	166	76	73	227	170	186	721	293	371
PH02Gene41974	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41975	7	12	7	50	31	17	144	127	160	121	51	61
PH02Gene41976	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41977	0	0	0	0	0	0	0	0	0	0	0	0
PH02Gene41978	0	1	2	5	0	1	4	2	4	8	1	4
PH02Gene41979	3	8	9	33	11	8	42	21	46	61	27	40
PH02Gene41980	0	0	0	4	5	1	0	0	0	0	1	1
PH02Gene41981	0	3	0	0	0	0	0	0	0	2	1	2
PH02Gene41982	3	12	7	6	12	7	8	8	6	17	8	8
PH02Gene41983	1858	5061	2489	4662	2505	1992	3530	2395	3103	5171	2352	2817
PH02Gene41984	306	871	456	558	272	236	648	486	557	445	177	238
PH02Gene41985	1246	3559	1659	2301	1272	1047	1651	1207	1495	1135	432	621
PH02Gene41986	83	310	87	406	194	144	393	297	375	551	240	339
PH02Gene41987	13	68	33	57	24	28	45	39	45	120	44	86
PH02Gene41988	39	151	59	193	88	89	100	63	82	254	123	141
PH02Gene41989	86	294	142	192	89	63	137	67	117	93	32	53
